fasta_id	enzyme_id	pdb_path	function_logit_path	donor_compounds	donor_type	donor_carrier	acceptor_superclasses
Gmax_SUS_NP_001237525.1	Gmax_SUS_NP_001237525.1	UGT_structures/Gmax_SUS_NP_001237525.1/AF-P13708-F1-model_v6.pdb	UGT_structures/Gmax_SUS_NP_001237525.1/Gmax_SUS_NP_001237525.1_function_logits_structure_steps10.pt	UDP;UDP-glucose	hexose	UDP	Saccharides
Gmax_UGT3_BAO79434.1	Gmax_GmUGT3_BAO79434.1	UGT_structures/Gmax_UGT3_BAO79434.1/AF-A0A024FRL5-F1-model_v6.pdb	UGT_structures/Gmax_UGT3_BAO79434.1/Gmax_UGT3_BAO79434.1_function_logits_structure_steps10.pt				Isoflavonoids
Gmax_UGT4_NP_001304440.2	Gmax_GmUGT4_NP_001304440.2	UGT_structures/Gmax_UGT4_NP_001304440.2/AF-A0A024FRX1-F1-model_v6.pdb	UGT_structures/Gmax_UGT4_NP_001304440.2/Gmax_UGT4_NP_001304440.2_function_logits_structure_steps10.pt				Isoflavonoids
Gmax_UGT708D1_NP_001347241.1	Gmax_UGT708D1_NP_001347241.1	UGT_structures/Gmax_UGT708D1_NP_001347241.1/AF-I1L3T1-F1-model_v6.pdb	UGT_structures/Gmax_UGT708D1_NP_001347241.1/Gmax_UGT708D1_NP_001347241.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Gmax_UGT72X4_XP_003532193.1	Gmax_UGT72X4_XP_003532193.1	UGT_structures/Gmax_UGT72X4_XP_003532193.1/AF-I1KYQ5-F1-model_v6.pdb	UGT_structures/Gmax_UGT72X4_XP_003532193.1/Gmax_UGT72X4_XP_003532193.1_function_logits_structure_steps10.pt				Flavonoids
Gmax_UGT72Z3_KRH46506.1	Gmax_UGT72Z3_KRH46506.1	UGT_structures/Gmax_UGT72Z3_KRH46506.1/AF-A0A0R0IWR1-F1-model_v6.pdb	UGT_structures/Gmax_UGT72Z3_KRH46506.1/Gmax_UGT72Z3_KRH46506.1_function_logits_structure_steps10.pt				Flavonoids
Gmax_UGT73C20_KRG96064.1	Gmax_UGT73C20_KRG96064.1	UGT_structures/Gmax_UGT73C20_KRG96064.1/AF-I1NAE3-F1-model_v6.pdb	UGT_structures/Gmax_UGT73C20_KRG96064.1/Gmax_UGT73C20_KRG96064.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Gmax_UGT73F2_NP_001237242.2	Gmax_UGT73F2_NP_001237242.2	UGT_structures/Gmax_UGT73F2_NP_001237242.2/AF-I1KN68-F1-model_v6.pdb	UGT_structures/Gmax_UGT73F2_NP_001237242.2/Gmax_UGT73F2_NP_001237242.2_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Gmax_UGT73F2_NP_001237760.1	Gmax_UGT73F2_NP_001237760.1	UGT_structures/Gmax_UGT73F2_NP_001237760.1/AF-A7BIC9-F1-model_v6.pdb	UGT_structures/Gmax_UGT73F2_NP_001237760.1/Gmax_UGT73F2_NP_001237760.1_function_logits_structure_steps10.pt				Isoflavonoids
Gmax_UGT73F4_BAM29363.1	Gmax_UGT73F4_BAM29363.1	UGT_structures/Gmax_UGT73F4_BAM29363.1/AF-I7HBP1-F1-model_v6.pdb	UGT_structures/Gmax_UGT73F4_BAM29363.1/Gmax_UGT73F4_BAM29363.1_function_logits_structure_steps10.pt	UDP - Xyl	pentose	UDP	
Gmax_UGT78K1_NP_001304377.2	Gmax_UGT78K1_NP_001304377.2	UGT_structures/Gmax_UGT78K1_NP_001304377.2/AF-I1KL63-F1-model_v6.pdb	UGT_structures/Gmax_UGT78K1_NP_001304377.2/Gmax_UGT78K1_NP_001304377.2_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Gmax_UGT78K2_NP_001240066.1	Gmax_UGT78K2_NP_001240066.1	UGT_structures/Gmax_UGT78K2_NP_001240066.1/AF-G0WMC8-F1-model_v6.pdb	UGT_structures/Gmax_UGT78K2_NP_001240066.1/Gmax_UGT78K2_NP_001240066.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Gmax_UGT7_NP_001304487.1	Gmax_GmUGT7_NP_001304487.1	UGT_structures/Gmax_UGT7_NP_001304487.1/AF-I1MPF3-F1-model_v6.pdb	UGT_structures/Gmax_UGT7_NP_001304487.1/Gmax_UGT7_NP_001304487.1_function_logits_structure_steps10.pt				Isoflavonoids
Gmax_UGT88A13_XP_003533971.1	Gmax_UGT88A13_XP_003533971.1	UGT_structures/Gmax_UGT88A13_XP_003533971.1/AF-I1L2Z1-F1-model_v6.pdb	UGT_structures/Gmax_UGT88A13_XP_003533971.1/Gmax_UGT88A13_XP_003533971.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Gmax_UGT88E19_XP_003533968.1	Gmax_UGT88E19_XP_003533968.1	UGT_structures/Gmax_UGT88E19_XP_003533968.1/AF-I1L2Y7-F1-model_v6.pdb	UGT_structures/Gmax_UGT88E19_XP_003533968.1/Gmax_UGT88E19_XP_003533968.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Gmax_UGT91H9_BBD47000.1	Gmax_UGT91H9_BBD47000.1	UGT_structures/Gmax_UGT91H9_BBD47000.1/AF-A0A0R0HRL5-F1-model_v6.pdb	UGT_structures/Gmax_UGT91H9_BBD47000.1/Gmax_UGT91H9_BBD47000.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Gmax_UGT92G4_KRH14708.1	Gmax_UGT92G4_KRH14708.1	UGT_structures/Gmax_UGT92G4_KRH14708.1/AF-A0A0R0GKX8-F1-model_v6.pdb	UGT_structures/Gmax_UGT92G4_KRH14708.1/Gmax_UGT92G4_KRH14708.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Gmax_UGT9_NP_001280039.1	Gmax_GmUGT9_NP_001280039.1	UGT_structures/Gmax_UGT9_NP_001280039.1/AF-I1L2Y4-F1-model_v6.pdb	UGT_structures/Gmax_UGT9_NP_001280039.1/Gmax_UGT9_NP_001280039.1_function_logits_structure_steps10.pt				Isoflavonoids
Gtri_3_GT_BAC54092.1	Gtri_3GT_BAC54092.1	UGT_structures/Gtri_3_GT_BAC54092.1/AF-Q8H0F2-F1-model_v6.pdb	UGT_structures/Gtri_3_GT_BAC54092.1/Gtri_3_GT_BAC54092.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Gtri_5GT7_BAG32255.1	Gtri_Gt5GT7_BAG32255.1	UGT_structures/Gtri_5GT7_BAG32255.1/AF-B2NID7-F1-model_v6.pdb	UGT_structures/Gtri_5GT7_BAG32255.1/Gtri_5GT7_BAG32255.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Gtri_UF6CGT1_BAQ19550.1	Gtri_GtUF6CGT1_BAQ19550.1	UGT_structures/Gtri_UF6CGT1_BAQ19550.1/AF-A0A0B6VIJ5-F1-model_v6.pdb	UGT_structures/Gtri_UF6CGT1_BAQ19550.1/Gtri_UF6CGT1_BAQ19550.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Xanthones
Gura_UGAT_ANJ03631.1	Gura_GuUGAT_ANJ03631.1	UGT_structures/Gura_UGAT_ANJ03631.1/AF-A0A191UPY1-F1-model_v6.pdb	UGT_structures/Gura_UGAT_ANJ03631.1/Gura_UGAT_ANJ03631.1_function_logits_structure_steps10.pt				Triterpenoids
Gura_UGT73C33_QJC58364.1	Gura_UGT73C33_QJC58364.1	UGT_structures/Gura_UGT73C33_QJC58364.1/AF-A0A6M3QHC2-F1-model_v6.pdb	UGT_structures/Gura_UGT73C33_QJC58364.1/Gura_UGT73C33_QJC58364.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Flavonoids;Isoflavonoids;Triterpenoids
Gura_UGT73F24_QJC58365.1	Gura_UGT73F24_QJC58365.1	UGT_structures/Gura_UGT73F24_QJC58365.1/AF-A0A6M3QE83-F1-model_v6.pdb	UGT_structures/Gura_UGT73F24_QJC58365.1/Gura_UGT73F24_QJC58365.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Flavonoids;Isoflavonoids;Triterpenoids
Gura_UGT73P12_BBN60804.1	Gura_UGT73P12_BBN60804.1	UGT_structures/Gura_UGT73P12_BBN60804.1/AF-A0A5A4WLS5-F1-model_v6.pdb	UGT_structures/Gura_UGT73P12_BBN60804.1/Gura_UGT73P12_BBN60804.1_function_logits_structure_steps10.pt	UDP-glucuronic acid	hexose_derivative	UDP	Triterpenoids
Hpil_UGT72B11_ACB56923.1	Hpil_UGT72B11_ACB56923.1	UGT_structures/Hpil_UGT72B11_ACB56923.1/AF-B2CZL2-F1-model_v6.pdb	UGT_structures/Hpil_UGT72B11_ACB56923.1/Hpil_UGT72B11_ACB56923.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Flavonoids
Hpil_UGT88A8_ACB56924.1	Hpil_UGT88A8_ACB56924.1	UGT_structures/Hpil_UGT88A8_ACB56924.1/AF-B2CZL3-F1-model_v6.pdb	UGT_structures/Hpil_UGT88A8_ACB56924.1/Hpil_UGT88A8_ACB56924.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Hpil_UGT88A9_ACB56925.1	Hpil_UGT88A9_ACB56925.1	UGT_structures/Hpil_UGT88A9_ACB56925.1/AF-B2CZL4-F1-model_v6.pdb	UGT_structures/Hpil_UGT88A9_ACB56925.1/Hpil_UGT88A9_ACB56925.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Hpil_UGT90A7_ACB56926.1	Hpil_UGT90A7_ACB56926.1	UGT_structures/Hpil_UGT90A7_ACB56926.1/AF-B2CZL5-F1-model_v6.pdb	UGT_structures/Hpil_UGT90A7_ACB56926.1/Hpil_UGT90A7_ACB56926.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Hpil_UGT95A1_ACB56927.1	Hpil_UGT95A1_ACB56927.1	UGT_structures/Hpil_UGT95A1_ACB56927.1/AF-B2CZL6-F1-model_v6.pdb	UGT_structures/Hpil_UGT95A1_ACB56927.1/Hpil_UGT95A1_ACB56927.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Hvul_UGT13248_M0Y4P1	Hvul_HvUGT13248_M0Y4P1	UGT_structures/Hvul_UGT13248_M0Y4P1/AF-M0Y4P1-F1-model_v6.pdb	UGT_structures/Hvul_UGT13248_M0Y4P1/Hvul_UGT13248_M0Y4P1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Sesquiterpenoids
Iasp_AU1_QHB93528.1	Iasp_IaAU1_QHB93528.1	UGT_structures/Iasp_AU1_QHB93528.1/AF-A0A6B9MEW2-F1-model_v6.pdb	UGT_structures/Iasp_AU1_QHB93528.1/Iasp_AU1_QHB93528.1_function_logits_structure_steps10.pt				Triterpenoids
Ibat_UDPGT_ABL74480.1	Ibat_UDPGT_ABL74480.1	UGT_structures/Ibat_UDPGT_ABL74480.1/AF-A1YM58-F1-model_v6.pdb	UGT_structures/Ibat_UDPGT_ABL74480.1/Ibat_UDPGT_ABL74480.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Idom_BcUGT1_QOL02392.1	Idom_BcUGT1_QOL02392.1	UGT_structures/Idom_BcUGT1_QOL02392.1/AF-A0A7L9QHI5-F1-model_v6.pdb	UGT_structures/Idom_BcUGT1_QOL02392.1/Idom_BcUGT1_QOL02392.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Idom_BcUGT2_QOL02393.1	Idom_BcUGT2_QOL02393.1	UGT_structures/Idom_BcUGT2_QOL02393.1/AF-A0A7L9QHF9-F1-model_v6.pdb	UGT_structures/Idom_BcUGT2_QOL02393.1/Idom_BcUGT2_QOL02393.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Idom_BcUGT3_QOL02394.1	Idom_BcUGT3_QOL02394.1	UGT_structures/Idom_BcUGT3_QOL02394.1/AF-A0A7L9QHH6-F1-model_v6.pdb	UGT_structures/Idom_BcUGT3_QOL02394.1/Idom_BcUGT3_QOL02394.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Idom_BcUGT4_QOL02395.1	Idom_BcUGT4_QOL02395.1	UGT_structures/Idom_BcUGT4_QOL02395.1/AF-A0A7L9QHG8-F1-model_v6.pdb	UGT_structures/Idom_BcUGT4_QOL02395.1/Idom_BcUGT4_QOL02395.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Idom_BcUGT5_QOL02396.1	Idom_BcUGT5_QOL02396.1	UGT_structures/Idom_BcUGT5_QOL02396.1/AF-A0A7L9QHI4-F1-model_v6.pdb	UGT_structures/Idom_BcUGT5_QOL02396.1/Idom_BcUGT5_QOL02396.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Idom_BcUGT6_QOL02397.1	Idom_BcUGT6_QOL02397.1	UGT_structures/Idom_BcUGT6_QOL02397.1/AF-A0A7L9QHM2-F1-model_v6.pdb	UGT_structures/Idom_BcUGT6_QOL02397.1/Idom_BcUGT6_QOL02397.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Idom_BcUGT7_QOL02398.1	Idom_BcUGT7_QOL02398.1	UGT_structures/Idom_BcUGT7_QOL02398.1/AF-A0A7L9QHU6-F1-model_v6.pdb	UGT_structures/Idom_BcUGT7_QOL02398.1/Idom_BcUGT7_QOL02398.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Idom_BcUGT8_QOL02399.1	Idom_BcUGT8_QOL02399.1	UGT_structures/Idom_BcUGT8_QOL02399.1/AF-A0A7L9QHU5-F1-model_v6.pdb	UGT_structures/Idom_BcUGT8_QOL02399.1/Idom_BcUGT8_QOL02399.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Iind_UGT71B5a_QTI08724.1	Iind_IiUGT71B5a_QTI08724.1	UGT_structures/Iind_UGT71B5a_QTI08724.1/AF-A0A8A6EJZ8-F1-model_v6.pdb	UGT_structures/Iind_UGT71B5a_QTI08724.1/Iind_UGT71B5a_QTI08724.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Lignans;Phenylpropanoids (C6-C3)
Iind_UGT71B5b_QTI08725.1	Iind_IiUGT71B5b_QTI08725.1	UGT_structures/Iind_UGT71B5b_QTI08725.1/AF-A0A8A6EJS3-F1-model_v6.pdb	UGT_structures/Iind_UGT71B5b_QTI08725.1/Iind_UGT71B5b_QTI08725.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Lignans
Inil_3GGT_BAD95881.1	Inil_In3GGT_BAD95881.1	UGT_structures/Inil_3GGT_BAD95881.1/AF-Q53UH4-F1-model_v6.pdb	UGT_structures/Inil_3GGT_BAD95881.1/Inil_3GGT_BAD95881.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Inil_GTase1_BAF75917.1	Inil_InGTase1_BAF75917.1	UGT_structures/Inil_GTase1_BAF75917.1/AF-A7M6U9-F1-model_v6.pdb	UGT_structures/Inil_GTase1_BAF75917.1/Inil_GTase1_BAF75917.1_function_logits_structure_steps10.pt				Apocarotenoids;Phenolic acids (C6-C1);Tryptophan alkaloids
Ipur_3GGT_BAD95882.1	Ipur_Ip3GGT_BAD95882.1	UGT_structures/Ipur_3GGT_BAD95882.1/AF-Q53UH5-F1-model_v6.pdb	UGT_structures/Ipur_3GGT_BAD95882.1/Ipur_3GGT_BAD95882.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Jreg_UGT_XP_018848821.1	Jreg_JrUGT4_XP_018848821.1	UGT_structures/Jreg_UGT_XP_018848821.1/AF-A0A2I4GY41-F1-model_v6.pdb	UGT_structures/Jreg_UGT_XP_018848821.1/Jreg_UGT_XP_018848821.1_function_logits_structure_steps10.pt				Phenolic acids (C6-C1)
Lbar_UGT_BAG80551.1	Lbar_LbUGT_BAG80551.1	UGT_structures/Lbar_UGT_BAG80551.1/AF-B6EWY8-F1-model_v6.pdb	UGT_structures/Lbar_UGT_BAG80551.1/Lbar_UGT_BAG80551.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Lchi_UFGT1_ALH45553.1	Lchi_LcUFGT1_ALH45553.1	UGT_structures/Lchi_UFGT1_ALH45553.1/AF-A0A0N9RPA4-F1-model_v6.pdb	UGT_structures/Lchi_UFGT1_ALH45553.1/Lchi_UFGT1_ALH45553.1_function_logits_structure_steps10.pt				Flavonoids
Lchi_UFGT3_AHK12773.1	Lchi_LcUFGT3_AHK12773.1	UGT_structures/Lchi_UFGT3_AHK12773.1/AF-W8FRI3-F1-model_v6.pdb	UGT_structures/Lchi_UFGT3_AHK12773.1/Lchi_UFGT3_AHK12773.1_function_logits_structure_steps10.pt				Flavonoids
Lchi_UFGT4_AHK12774.1	Lchi_LcUFGT4_AHK12774.1	UGT_structures/Lchi_UFGT4_AHK12774.1/AF-W8G334-F1-model_v6.pdb	UGT_structures/Lchi_UFGT4_AHK12774.1/Lchi_UFGT4_AHK12774.1_function_logits_structure_steps10.pt				Flavonoids
Leri_ABRT2_BAU68118.1	Leri_ABRT2_BAU68118.1	UGT_structures/Leri_ABRT2_BAU68118.1/AF-A0A140KFJ1-F1-model_v6.pdb	UGT_structures/Leri_ABRT2_BAU68118.1/Leri_ABRT2_BAU68118.1_function_logits_structure_steps10.pt	UDP-Rha		UDP	Flavonoids
Leri_ABRT4_BAU68119.1	Leri_ABRT4_BAU68119.1	UGT_structures/Leri_ABRT4_BAU68119.1/AF-A0A140KFJ2-F1-model_v6.pdb	UGT_structures/Leri_ABRT4_BAU68119.1/Leri_ABRT4_BAU68119.1_function_logits_structure_steps10.pt	UDP-Rha		UDP	Flavonoids
Ljap_UGT5_AJM89728.1	Ljap_LjUGT5_AJM89728.1	UGT_structures/Ljap_UGT5_AJM89728.1/AF-A0A0C5BSY6-F1-model_v6.pdb	UGT_structures/Ljap_UGT5_AJM89728.1/Ljap_UGT5_AJM89728.1_function_logits_structure_steps10.pt				Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Ljap_UGT72AF1_AOG18239.1	Ljap_UGT72AF1_AOG18239.1	UGT_structures/Ljap_UGT72AF1_AOG18239.1/AF-A0A286Q1S7-F1-model_v6.pdb	UGT_structures/Ljap_UGT72AF1_AOG18239.1/Ljap_UGT72AF1_AOG18239.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Ljap_UGT72AH1_XP_057450645.1	Ljap_UGT72AH1_XP_057450645.1	UGT_structures/Ljap_UGT72AH1_XP_057450645.1/AF-A0A286Q1T9-F1-model_v6.pdb	UGT_structures/Ljap_UGT72AH1_XP_057450645.1/Ljap_UGT72AH1_XP_057450645.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Ljap_UGT72V3_AOG18244.1	Ljap_UGT72V3_AOG18244.1	UGT_structures/Ljap_UGT72V3_AOG18244.1/AF-A0A286Q1T2-F1-model_v6.pdb	UGT_structures/Ljap_UGT72V3_AOG18244.1/Ljap_UGT72V3_AOG18244.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Ljap_UGT72Z2_XP_057437230.1	Ljap_UGT72Z2_XP_057437230.1	UGT_structures/Ljap_UGT72Z2_XP_057437230.1/AF-A0A186MTJ3-F1-model_v6.pdb	UGT_structures/Ljap_UGT72Z2_XP_057437230.1/Ljap_UGT72Z2_XP_057437230.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Lusi_CGT1_ABW96222.1	Lusi_LuCGT1_ABW96222.1	UGT_structures/Lusi_CGT1_ABW96222.1/AF-A8WEP1-F1-model_v6.pdb	UGT_structures/Lusi_CGT1_ABW96222.1/Lusi_CGT1_ABW96222.1_function_logits_structure_steps10.pt				Amino acid glycosides;Fatty acyls
Lusi_UGT74S1_AFJ52951.1	Lusi_UGT74S1_AFJ52951.1	UGT_structures/Lusi_UGT74S1_AFJ52951.1/AF-I2BH55-F1-model_v6.pdb	UGT_structures/Lusi_UGT74S1_AFJ52951.1/Lusi_UGT74S1_AFJ52951.1_function_logits_structure_steps10.pt				Lignans
Lusi_UGT74S1_AGD95005.1	Lusi_UGT74S1_AGD95005.1	UGT_structures/Lusi_UGT74S1_AGD95005.1/AF-M9PMU1-F1-model_v6.pdb	UGT_structures/Lusi_UGT74S1_AGD95005.1/Lusi_UGT74S1_AGD95005.1_function_logits_structure_steps10.pt				Lignans
Mdom_UFGT1_BAI44431.1	Mdom_MdUFGT1_BAI44431.1	UGT_structures/Mdom_UFGT1_BAI44431.1/AF-C9K224-F1-model_v6.pdb	UGT_structures/Mdom_UFGT1_BAI44431.1/Mdom_UFGT1_BAI44431.1_function_logits_structure_steps10.pt				Flavonoids
Mdom_UGT71A15_NP_001315903.1	Mdom_UGT71A15_NP_001315903.1	UGT_structures/Mdom_UGT71A15_NP_001315903.1/AF-D3THI6-F1-model_v6.pdb	UGT_structures/Mdom_UGT71A15_NP_001315903.1/Mdom_UGT71A15_NP_001315903.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Mjal_cDOPA5GT_AZC85901.1	Mjal_MjcDOPA5GT_AZC85901.1	UGT_structures/Mjal_cDOPA5GT_AZC85901.1/AF-A0A3G7FHI2-F1-model_v6.pdb	UGT_structures/Mjal_cDOPA5GT_AZC85901.1/Mjal_cDOPA5GT_AZC85901.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Tyrosine alkaloids
Mpol_UGT735A2_OAE24534	Mpol_MpUGT735A2_OAE24534	UGT_structures/Mpol_UGT735A2_OAE24534/AF-A0A176VUQ6-F1-model_v6.pdb	UGT_structures/Mpol_UGT735A2_OAE24534/Mpol_UGT735A2_OAE24534_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Stilbenoids
Mpol_UGT743A1_PTQ29027	Mpol_MpUGT743A1_PTQ29027	UGT_structures/Mpol_UGT743A1_PTQ29027/AF-A0A2R6W597-F1-model_v6.pdb	UGT_structures/Mpol_UGT743A1_PTQ29027/Mpol_UGT743A1_PTQ29027_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Mtru_GT22D_ABI94020.1	Mtru_GT22D_ABI94020.1	UGT_structures/Mtru_GT22D_ABI94020.1/AF-A6XNC1-F1-model_v6.pdb	UGT_structures/Mtru_GT22D_ABI94020.1/Mtru_GT22D_ABI94020.1_function_logits_structure_steps10.pt				Isoflavonoids
Mtru_GT22E09_ABI94021.1	Mtru_GT22E09_ABI94021.1	UGT_structures/Mtru_GT22E09_ABI94021.1/AF-A6XNC2-F1-model_v6.pdb	UGT_structures/Mtru_GT22E09_ABI94021.1/Mtru_GT22E09_ABI94021.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Mtru_GT29C_ABI94022.1	Mtru_GT29C_ABI94022.1	UGT_structures/Mtru_GT29C_ABI94022.1/AF-A6XNC3-F1-model_v6.pdb	UGT_structures/Mtru_GT29C_ABI94022.1/Mtru_GT29C_ABI94022.1_function_logits_structure_steps10.pt				Isoflavonoids
Mtru_GT67A_ABI94024.1	Mtru_GT67A_ABI94024.1	UGT_structures/Mtru_GT67A_ABI94024.1/AF-A6XNC5-F1-model_v6.pdb	UGT_structures/Mtru_GT67A_ABI94024.1/Mtru_GT67A_ABI94024.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Mtru_GT83F_ABI94025.1	Mtru_GT83F_ABI94025.1	UGT_structures/Mtru_GT83F_ABI94025.1/AF-A6XNC6-F1-model_v6.pdb	UGT_structures/Mtru_GT83F_ABI94025.1/Mtru_GT83F_ABI94025.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Mtru_UGT71G1_AAW56092.1	Mtru_UGT71G1_AAW56092.1	UGT_structures/Mtru_UGT71G1_AAW56092.1/AF-Q5IFH7-F1-model_v6.pdb	UGT_structures/Mtru_UGT71G1_AAW56092.1/Mtru_UGT71G1_AAW56092.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Triterpenoids
Nben_UGT72AX1_UXR81501.1	Nben_UGT72AX1_UXR81501.1	UGT_structures/Nben_UGT72AX1_UXR81501.1/AF-A0A977TID4-F1-model_v6.pdb	UGT_structures/Nben_UGT72AX1_UXR81501.1/Nben_UGT72AX1_UXR81501.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Fatty acyls;Flavonoids;Monoterpenoids
Nben_UGT72AY1_UHH90560.1	Nben_NbUGT72AY1_UHH90560.1	UGT_structures/Nben_UGT72AY1_UHH90560.1/AF-A0A8K1ZRH3-F1-model_v6.pdb	UGT_structures/Nben_UGT72AY1_UHH90560.1/Nben_UGT72AY1_UHH90560.1_function_logits_structure_steps10.pt				Coumarins
Nben_UGT72B34_UXR81502.1	Nben_UGT72B34_UXR81502.1	UGT_structures/Nben_UGT72B34_UXR81502.1/AF-A0A977TIL4-F1-model_v6.pdb	UGT_structures/Nben_UGT72B34_UXR81502.1/Nben_UGT72B34_UXR81502.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Fatty acyls;Flavonoids;Monoterpenoids;Phenylethanoids (C6-C2)
Nben_UGT73A24_UXR81503.1	Nben_UGT73A24_UXR81503.1	UGT_structures/Nben_UGT73A24_UXR81503.1/AF-A0A977XRW0-F1-model_v6.pdb	UGT_structures/Nben_UGT73A24_UXR81503.1/Nben_UGT73A24_UXR81503.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Fatty acyls;Flavonoids;Monoterpenoids;Phenylethanoids (C6-C2);Sesquiterpenoids
Nben_UGT73A25_UXR81504.1	Nben_UGT73A25_UXR81504.1	UGT_structures/Nben_UGT73A25_UXR81504.1/AF-A0A977XSW1-F1-model_v6.pdb	UGT_structures/Nben_UGT73A25_UXR81504.1/Nben_UGT73A25_UXR81504.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Coumarins;Fatty acyls;Flavonoids;Monoterpenoids;Phenylethanoids (C6-C2);Sesquiterpenoids
Nmen_F4_G7GT_BBA68563.1	Nmen_NmF4_G7GT_BBA68563.1	UGT_structures/Nmen_F4_G7GT_BBA68563.1/AF-A0A292GEP7-F1-model_v6.pdb	UGT_structures/Nmen_F4_G7GT_BBA68563.1/Nmen_F4_G7GT_BBA68563.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Nmen_F4_GT_BBA68562.1	Nmen_NmF4_GT_BBA68562.1	UGT_structures/Nmen_F4_GT_BBA68562.1/AF-A0A292GFI2-F1-model_v6.pdb	UGT_structures/Nmen_F4_GT_BBA68562.1/Nmen_F4_GT_BBA68562.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Nplu_GUT1_BAC20928.1	Nplu_NpGUT1_BAC20928.1	UGT_structures/Nplu_GUT1_BAC20928.1/AF-Q8GSQ4-F1-model_v6.pdb	UGT_structures/Nplu_GUT1_BAC20928.1/Nplu_GUT1_BAC20928.1_function_logits_structure_steps10.pt	UDP-glucuronic acid	hexose_derivative	UDP	
